Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,56,3,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,56,3,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,71,0,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,56,3,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,56,3,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,56,3,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,56,3,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,56,3,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,56,3,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,71,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,56,3,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1850
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,66,4,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,13,,RUE,9685,VOLTAIRE,93000,BOBIGNY,93,8,,C,189,,,,,,,,,,,,0,2,Appartement,,56,3,AG,IMM,3762
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,3051
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,44,2,AG,IMM,1940
,,,,,,,000001,14/12/2023,Vente,,2,,RUE,2532,DIDEROT,93000,BOBIGNY,93,8,,C,213,,,,,,,,,,,,0,2,Appartement,,19,1,AG,IMM,1940
