Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
,,,,,,,000001,22/03/2023,Vente,"853000,00",3,,RUE,9620,DE VARSOVIE,93000,BOBIGNY,93,8,,BC,106,,2,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,13/03/2023,Vente en l'état futur d'achèvement,"139884,00",,,RUE,1431,CARNOT,93000,BOBIGNY,93,8,,AF,564,,36079,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,17/03/2023,Vente en l'état futur d'achèvement,"359600,00",64,,RUE,6820,D ODESSA,93000,BOBIGNY,93,8,,AY,76,,74,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,17/03/2023,Vente en l'état futur d'achèvement,"359600,00",64,,RUE,6820,D ODESSA,93000,BOBIGNY,93,8,,AY,76,,39,,,,,,,,,,1,,,,,,,,
,,,,,,,000001,30/03/2023,Vente,"340000,00",63,,RUE,5195,LOUISE MICHEL,93000,BOBIGNY,93,8,,AK,151,,,,,,,,,,,,0,1,Maison,,102,5,S,,185
,,,,,,,000001,22/03/2023,Vente,"275000,00",18,,RUE,4125,GAMBETTA,93000,BOBIGNY,93,8,,O,102,,,,,,,,,,,,0,1,Maison,,77,4,S,,295
,,,,,,,000001,22/03/2023,Vente,"275000,00",18,,RUE,4125,GAMBETTA,93000,BOBIGNY,93,8,,O,102,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,295
,,,,,,,000001,30/03/2023,Vente,"140790,00",23,,RUE,3585,FRIDA KAHLO,93000,BOBIGNY,93,8,,A,311,,68,,,,,,,,,,1,3,Dépendance,,0,0,,,
,,,,,,,000001,30/03/2023,Vente,"140790,00",23,,RUE,3585,FRIDA KAHLO,93000,BOBIGNY,93,8,,A,311,,15,,,,,,,,,,1,2,Appartement,,34,1,,,
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,53,3,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,53,3,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,53,3,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,53,3,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,53,3,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,53,3,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,53,3,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,53,3,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,53,3,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,53,3,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,3,Dépendance,,0,0,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,74,5,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,43,2,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,74,5,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,43,2,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,74,5,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,43,2,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,74,5,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,51,3,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,51,3,S,,11310
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,43,2,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,72,5,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,41,2,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,63,4,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,43,2,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,63,4,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,43,2,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,51,3,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,73,5,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,51,3,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,73,5,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,51,3,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,73,5,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,51,3,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,73,5,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,51,3,AG,IMM,17969
,,,,,,,000001,01/03/2023,Vente,"118800,00",19,,RUE,0021,D ALESIA,93000,BOBIGNY,93,8,,C,58,,,,,,,,,,,,0,2,Appartement,,53,3,S,,11310
